#(index 0)
# X Y
  0.000000 3794.000000
  1.000000 6450.000000
  2.000000 6450.000000
  3.000000 6450.000000
  4.000000 6451.000000
  6.000000 6451.000000
  9.000000 6071.000000
  13.000000 6829.000000
  19.000000 6451.000000
  28.000000 6830.000000
  42.000000 7210.000000
  63.000000 7589.000000
  94.000000 7209.000000


#(index 1)
# X Y
  0.000000 4174.000000
  1.000000 10245.000000
  2.000000 12521.000000
  3.000000 15556.000000
  4.000000 18593.000000
  6.000000 23904.000000
  9.000000 32631.000000
  13.000000 43634.000000
  19.000000 64124.000000
  28.000000 137733.000000
  42.000000 124832.000000
  63.000000 187059.000000
  94.000000 270533.000000


